"MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"C4965018","Tridel Skyview/Nicely Upgrad """"Sheriton"""" Suite/1341 Sq.Ft./2 Bdrm-Solarium/2 Washrms/2 Prks/Owned Oversize Locker.Well Organized Unit/Pot Lites,Engineered Brazilian Cherrywd Flrs Thru-Out/Great Kitchen W/ Extra Cupboards & Double Pantry/Water Purifier In Kit. (Samsung Cooktop Stove W/ Convecn. Oven/L G 3 Dr Fridge/Bosch D/W/Steam W/D/Silestone Counters In Kit/Terra Cotta Silgranite Double Sink. Huge Locker And Ensuite Storage+++.**** EXTRAS **** ***New Presentation***Show & Sell, Indoor/Outdoor Pools.Guest Suites All Inclusive Maintenance Fee.All Elfs/All Wnds Cvgrs,All Appliances/Show & Sell Situation/Offers To S/A /As Is/Where Is Condition (27487042)","2","2 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room",,"$748,000 ","Single Family","2","Condominium/Strata","M2N6J4"
"C4965101","Unique Townhome. Steps To Yonge & Sheppard. Spacious & Bright One Bedroom Open Concept 3 Storey Home Featuring New Flooring, New Stairs, New Lighting, Updated Kitchen Including Brand New, Never Used Appliances & Extra Large Pantry. Rare Stunning Sun Filled Roof Top Terrace To Entertain And Bbq. Freshly Painted. Short Walk To Ttc, Go Bus. Great Neighbourhood! Steps To Restaurants, Shopping, Across From Avondale Park And Much More.**** EXTRAS **** Brand New Whirlpool Appliances (Never Used) Fridge, Stove, Hoodrange, Dishwasher, Stacked Washer & Dryer, All Window Coverings, All Elf's. One Parking Included. Hwt, Furnace And A/C Rental $37.00/Month. (27487146)","1","1",,"Row / Townhouse",,,"$549,000 ","Single Family","1","Condominium/Strata","M2N7C2"
"C4965140","Iconic Midcentury Architecture Meets Contemporary 2020 Interior In This Sleek And Luxurious 2 Bedroom. Expansive Layout With 10 Ft Ceilings And Thoughtful Interior By Rachel Deeks Design. Rare Balcony With Striking """"Forever"""" South View Of City Skyline. High-End Aya Kitchen, Custom Built-Ins With California Closets Including Murphy Bed In 2nd Bedroom. Longo's, Lcbo And Starbucks On Ground Floor. Beautiful Midtown Neighbourhood Steps From Yonge & St. Clair.**** EXTRAS **** 20,000 Sq Ft Of Amenities Include State-Of-The-Art Gym, Lap Pool, Yoga & Spin Studios, Squash, Golf Simulator, Screening Room, Sound Studio, Business Centre, Indoor/Outdoor Party Room, Outdoor Terrace With Bbqs, 24 Hr Concierge (27487191)","2","2",,"Apartment","Storage - Locker",,"$1,279,000 ","Single Family","1","Condominium/Strata","M4V1N5"
"C4965141","Luxury Condo At Emerald City One With Prime Location! 1 Bedroom 1 Bathroom Suite With A Perfect Layout. Large Rooms With A Modern Open Concept Design. 137 Sq. Ft. Large Open Balcony With A View Of The City. Unbelievably Convenient. Steps To Don Mills Subway Station & Ttc, Next To Highway 401/404/Dvp, Fairview Mall, Coffee Shops, Restaurants, Groceries And Much More!**** EXTRAS **** Fridge, Stove, Microwave, Dishwasher, Washer/Driver, All Electrical Fixtures, All Window Coverings. Amenities: Gym, Pool, Party Room, Rooftop Terrace W/ Bbq, Guest Suits, 24Hr Concierge (27487193)","1","1",,"Apartment","Security/Concierge, Party Room, Exercise Centre",,"$499,000 ","Single Family","1","Condominium/Strata","M2J0A9""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"C4965152","Tridel-Built """"Alto At Atria"""" On Sheppard And Consumers Rd. South-Facing One Plus Den Very Conveniently Located At Sheppard And 404, Close To Don Mills Subway, Hwy 401 And 404, Fairview Mall. Bayview Village, Shops At Don Mills, Ikea, Goodlife Fitness, Etc. Spectacular Amenities: Endless/Exercise Pool, Gym, Fitness Studio, Steam Room, Party Room, Dining Room, Meeting Room, Billiards Room, Theatre, Library, Outdoor Terrace With 2 Bbqs,, Guest Suites!**** EXTRAS **** S/S Fridge, Stove, Hood Fan, B/I Dishwasher. Stacked Washer/Dryer. Parking, Alarm System. All Light Fixtures. All Window Coverings. Please Wear Masks & Do Not Use Washroom. > (27487206)","1","1 + 1",,"Apartment","Storage - Locker, Party Room, Exercise Centre",,"$498,888 ","Single Family","1","Condominium/Strata","M2J0E1"
"C4965191","Welcome To The Prestigious St. Clair Condos At 10 Delisle. Rarely Available Corner Suite W/ Northwest Exposure Overlooking An Unobstructed Panoramic Tree Top View. 1,104 Sf Of Modern & Contemporary Space. Over $200K Spent In Renovations. Split Bedroom Plan, Master Feats Stunning Ensuite W/ Oversized Tub & Walk-In Closet. Functional 2nd Bedroom W/ Murphy Bed & Built-Ins. Steps To Some Of The Finest Shops, Restaurants & Transit The City Has To Offer.**** EXTRAS **** Scavolini Kitchen W/ Large Quartz Countertops & Miele Appliances Incl 36"""" Fridge, 4 Burner Stove & Oven, Dishwasher, Washer/Dryer & Panasonic Microwave. 7.5"""" Hardwood Throughout. Oversized Tub In Master Bed. All Elfs & Window Coverings. (27487256)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$1,448,000 ","Single Family","1","Condominium/Strata","M4V3C6"
"C4965249","820 Sf Living Area + Walk/Out To Wrap Around 240 Sf Balcony. Corner Unit, Lots Of Lights. Very Functional Floor Plan. Luxury Living In North York City Heart. Steps To Go Transit & Finch Subway, And All Amenities On Yonge St.**** EXTRAS **** Fridge, Stove, Dishwasher (2019), Hvac(2018) Washer & Dryer. All Elfs & Window Coverings. Luxury Condo With Great Amenities: 24 Hr Concierge, Gym/Exercise Room, Party Room, Billiards Room, Guest Suites, Media Room. (27487326)","2","2",,"Apartment","Storage - Locker",,"$598,000 ","Single Family","1","Condominium/Strata","M2N5S2"
"C4965267","Affordable 1 Bedroom Unit With Ensuite Laundry. Why Rent When You Can Own! Spacious Unit With Lots Of Natural Light. Master Bedroom Has A Walk-In Closet. Good Size Living-Dining Room With Two Large Windows. Minutes To Yorkville,Trendy Shops On Yonge St, Restaurants And Night Life. Walking Distance To University Of Toronto And Ryerson University. Minutes To Public Transportation/Subway.**** EXTRAS **** Existing Fridge,Stove,B/I Dishwasher,Washer And Dryer,All Electrical Light Fixtures. (27487348)","1","1",,"Apartment","Storage - Locker, Exercise Centre",,"$429,000 ","Single Family",,"Condominium/Strata","M4Y2W7"
"C4965301","Call It A """"10"""" * One Of A Kind Unit In Whole Building * Tons Of Upgrades * 2 Fireplaces * Crown Moulding * Open Concept * Feels Like A House * Beautiful Views Of Garden * Patio To Enjoy The Outside * 24 Hr Concierge * Low Rise Building * Top Of Line Electrical Fixtures * Basic Cable/Internet Part Of Maintenance Fee * Central City Location!!**** EXTRAS **** Fridge, Stove, B/I Dishwasher, B/I Microwave, Washer/Dryer. All Electrical Light Fixtures, Including Dining Room Chandelier, B/I Cabinets In Dining Room And Master Bedroom. Electric Fireplaces In Living Room And Master Bedroom. (27487393)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$850,000 ","Single Family","1","Condominium/Strata","M2P2G6"
"C4965390","Looking For The Ideal Suite To Live In, Entertain & Work If You Must?  This Large 1+Den Corner Suite With 2 Full Baths Is Calling You! Well Laid Out, Open Concept Living Space With Generous Amounts Of Natural Light Situated On One Of The Loveliest  Streets In Yorkville. Large Balcony To Enjoy The Outdoors. Quiet, Boutique Building Tucked Away From All The Hustle And Bustle Yet Short Walking Distance To Everything Yorkville Has To Offer. Pls See Virtual Tour**** EXTRAS **** Stainless Steel Appliance, Granite And Marble Finishes, Built In Closet, Shutters Throughout, Nest And Dyson Vac, Pot Lights Thorughout, Upgraded Flooring Throughout.  Close To Ramden Park, Rosedale, Sommerville, Downtown Core And Much (27487506)","2","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Exercise Centre",,"$700,000 ","Single Family","1","Condominium/Strata","M5R3V3"
"C4965391","Here's Your Chance To Invest In One Of The Few Buildings With Proposed Direct Underground Subway Access, In One Of The Best Ranked Neighbourhood To Live In! Enjoy This Newly Completed High Floor Unit With Stunning Unobstructed Views And A Terrace Like Balcony To Entertain On Or Relax On After A Long Day. One Of The Best 1 Bedroom Layouts In The Building. Priced To Go.**** EXTRAS **** *Owned Locker* Integrated Wall Oven, Fridge, Cooktop, Dishwasher, Microwave, Washer/Dryer, Kitchen Island. Hotel Like Amenities Include A Concierge, Gym, Pool, Guest Suites, Party Room And More. (27487508)","1","1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$569,900 ","Single Family",,"Condominium/Strata","M4P1A6"
"C4965448","Renovated 2 Bedrooms + Solarium Unit Boasts 1056Sf Of Comfort. Open Concept Kitchen Renovated With Stainless Steels Appliances, Granite Countertop. Bathrooms Are Renovated With Glass Shower Stalls And Spa-Like Feel. Smoke & Pet Free Unit.2 Parking Spots Close By Elevators Entrance. Quick Access To Ttc, Dvp, Shopping. Well Managed And Equipped Recreation Amenities For Indoor Activities Or Enjoy The Outdoor At Nearby Conservation Area**** EXTRAS **** Fridge, Stove, Microwave Oven Range Hood, B/I Dishwasher; Led Counter Lights; Front Load: Washer, Dryer; Storage Cabinet, Pack With Renovations: Flooring, Trims, Mirrored Closets, Kitchen,2 Bathrooms, All Elf's, All Blinds, 1 Parking Spot. (27487577)","2","2 + 1",,"Apartment","Car Wash, Security/Concierge, Exercise Centre",,"$549,900 ","Single Family","2","Condominium/Strata","M3C3M8"
"C4965471","Incredible Opportunity To Build Your Dream Home In Cedarvale. Permits In Place Allowing You To Start Construction Immediately! Premium Location & Steps To Cedarvale Park & Ravine, This 25 X 137 Lot Is What You've Been Waiting For. Floorplans, Survey And Engineering Drawings Available. Walking Distance To Leo Baeck, Vibrant St Clair And Eg West. 5 Min To The Allen & The Ttc.**** EXTRAS **** Legal Parking Pad. House Is Sold """"As Is, Where Is"""". Seller Makes No Representations Or Warranties. (27487607)","2","3 + 1",,"House",,,"$1,498,000 ","Single Family",,"Freehold","M6C3A5""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"C4965470","Stunning Renovated Condo.  Just Move-In!  Over $15,000 In Renos Incl. Soaker Tub With Glass Wall, Vanity & Mirror W/ Storage & Toilet + All High-End Light Fixtures To The Condo, Custom Blinds, Custom Built-Ins In The Den & Bedroom Closet, New Miele Cooktop & Freshly Painted To. Beautiful Finishes, Hardwood Floors, Large Laundry Room, Balcony, Locker.  Den Perfect For Work Or Study.  Beautiful Natural Light! Close To Everything & Amazing Amenities.**** EXTRAS **** 24 Hour Concierge - Fitness Centre - Pool - Private 50 Seat Theatre - Guest Suites - O/D Terrace W/Bbq & Sunlounge - Tiff Bell Lightbox, Luma & Canteen On Site - Steps To King & Queen St Shops & Eateries - Theatres (27487605)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$699,000 ","Single Family",,"Condominium/Strata","M5V3X4"
"E4965150","Welcome To The Sought After Sync Lofts In The Vibrant Queen St East; A Sun-Filled South Facing 1Bdrm Suite W/ Parking! Generous Size Bedroom W/ Walk-In Closet; Enjoy The 10' Ft Concrete Ceilings & Floor-To-Ceiling Windows & Large Sliding Doors That Open As Windows To A Beautiful Open View; 24Hr Streetcar At Your Door, Next To The Dvp Ramp, Walking Distance To Distillery &All That Riverdale And Leslievill Have To Offer! The Largest 1Bed Model. Freshly Painted!**** EXTRAS **** S/S Appliances: Fridge, Stove, Microwave; Full Sized Washer/ Dryer; 1 Parking Spot; Building Features Gym, A Beautiful Outdoor Terrace W/Bbq & Party Room (27487325)","1","1",,"Apartment",,,"$570,000 ","Single Family","1","Condominium/Strata","M4M1G3"
"W4964951","Baby Point!! Luxury 1200 Sq Ft Upper Corner Unit With 2 Parking. Spacious Sun Filled Open Concept Main Floor With Modern Kitchen-Quartz Counters, Breakfast Bar+ Large Pantry, Stainless Steel Appliances. Mn Flr Powder Room, Extra Large Island With Seating. Upper Level W/2 Bedrooms & Den&4Pc Bath. L-Shaped 250 Sq Ft Roof Top Terrace With South, West & East Views Of Cn Tower. Steps To Bloor West Village Shops & Subway! Offers Anytime. (Other Rm Is Roof Top Terr)**** EXTRAS **** Stainless Steel Fridge, Porter & Charles Gas Stove, B/I Microwave W/ Fan, B/I Dishwasher, All Electric Light Fixtures, All Window Coverings, Owned Parking 2 Spaces & Bike Rack #30, """"Ring"""" Video Door Bell, """"August"""" Wifi Door Lock. (27487366)","2","2",,"Row / Townhouse",,,"$939,900 ","Single Family","2","Condominium/Strata","M4B1V3"
"W4965239","In An Idyllic Location Moments From Parks And Trails. This 6Bed, 4Bath Home Is Modernized With An Open Concept Floor Plan, Smooth-Ceilings, Gourmet Chef's Kitchen, Spacious Family Room. 2 Fireplaces. Light-Filled Master Bed Boasts And Exceptionally Designed Ensuite & Skylight. 2Bed In Lower Level Perfect For Nanny Suite. Yard Has A Resort-Like Escape W/Sensational Patio.**** EXTRAS **** Extras: S/S Fridge, Stove, Dishwasher, Washer/Dryer, All Elf, All Custom Window Coverings. This House Has Perfect Functionality And Is Designed For Relaxation And Comfort (27487735)","4","4 + 2",,"House",,,"$1,380,000 ","Single Family","3","Freehold","M9C3K6"
"C4964890","If You Live To Entertain And You Want To Do It In The Heart Of The City, This Liberty Village Townhome Is For You! More Than 800 Square Feet Of Living Space, And Another 200 Square Feet Up On The Terrace With Gorgeous Views! Enjoy An Open Concept Living Space That Features A Kitchen With Stainless Steel Appliances, A Breakfast Bar And Huge West Facing Windows With California Shutters.**** EXTRAS **** Huge Rooftop Patio! Also Comes With Gas Bbq, S/S Kitchen Apps & Stacked Washer/Dryer, Air Conditioner And Furnace. Steps To Lcbo, Starbucks, Metro & Restaurants. Live For Events? Bmo Field, The Budweiser Stage & Cne Are A Short Walk Away! (27486883)","1","1 + 1",,"Row / Townhouse","Storage - Locker",,"$599,900 ","Single Family","1","Condominium/Strata","M6K3P1"
"C4964897","Immaculate 2Bdr, 3-Washroom Stacked Townhouse***Very Bright Unit W/ Open Concept***Huge Kitchen W/ Breakfast Bar, Italian Quartz Countertops & Solid Maple Wood Cabinets***Master Bdr Has W/O To A Private Patio***Each Bedroom Has Own Washroom Ensuite***Pot Lights & Crown Moulding Throughout***Functional Wood-Burning Fireplace & B/I Speaker Wiring In Living Rm W/ W/O To Private Deck W/ Gas Line***Gas Stove In Kitchen (Other Units In Complex Only Have Electric)**** EXTRAS **** Existing: S/S Fridge, S/S Gas Stove, S/S Dishwasher, S/S Microwave W/ Range, Washer, Dryer, Murphy Bed, Honeywell Thermostat, Cabinet Downstairs, Tv Cabinet In Master Bdr, All Electrical Light Fixtures & All Window Coverings. Hwt(R). (27486892)","3","2",,"Row / Townhouse","Storage - Locker",,"$899,900 ","Single Family","1","Condominium/Strata","M6J3T7"
"C4965021","Awesome Urban Lifestyle! Vibrant King W! Enjoy Views Of Heritage Blding/Lake Frm Suite & Fresh Air/Sun & City Views On Opn Balc! Almost 600 Sq Ft Contemporary Just Painted, Livng Space W Very Functional Layout! Dark Stain Flrs. Stylish Open Kit W Granite Cnters, Bksplsh, Ss Appl & Handy B/In Wall Unit. Bdrm W Full Mirrored Closet & Ensuite Laund! 4 Pc Semi-Ensuite Bath. *Bonus Locker &24 Hr Concierge**Note:Covid Will End~then Fully Enjoy Superb A+ Amenities!!**** EXTRAS **** Ss Frdge,Stove,Dshwsher,Microwave/Hdfan, White Stacking Washer/Dryer, All Electric Light Fixtures, Wall Unit/Shelves In Kit, ***Heat Pump Rental @ 54.24/Mo (Extensive Amenities Incl.. Indr Pool,Whirlpl,Gym,Party Rm,Screening Rm.& Games Rm) (27487046)","1","1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$489,900 ","Single Family",,"Condominium/Strata","M6K0A2"
